iter	Logloss
126	0.6623457066
127	0.6622098734
128	0.6621902006
129	0.6620535011
130	0.661925842
131	0.6617607566
132	0.6616527684
133	0.6615547393
134	0.6614747459
135	0.6613644103
136	0.6612001228
137	0.6611328408
138	0.6610691294
139	0.6609286227
140	0.6607773388
141	0.6607448018
142	0.6606289794
143	0.6605590741
144	0.6604766195
145	0.6603563583
146	0.6601934063
147	0.6600430657
148	0.6599338404
149	0.6598614499
150	0.6597567235
151	0.6596748387
152	0.6595882432
153	0.6594606828
154	0.6594015573
155	0.6593384141
156	0.6592238033
157	0.6591010041
158	0.6590744207
159	0.6590455408
160	0.6589796281
161	0.6588202216
162	0.6587350078
163	0.6586399024
164	0.6585501616
165	0.6584418159
166	0.6583820547
167	0.6583169371
168	0.6582258902
169	0.6581358492
170	0.6580631757
171	0.6580096827
172	0.6579032835
173	0.657860918
174	0.6577656488
175	0.6576798155
176	0.6576024615
177	0.6574589968
178	0.6573771053
179	0.6572957044
180	0.6572216988
181	0.6571163435
182	0.6570262348
183	0.6569210321
184	0.6568283475
185	0.656743688
186	0.656640512
187	0.6565267
188	0.6564064043
189	0.6563076086
190	0.656216323
191	0.6561116407
192	0.6560586163
193	0.6559768327
194	0.6558469108
195	0.6558148364
196	0.6557459494
197	0.6556996739
198	0.6556011407
199	0.6555038686
200	0.6554277431
201	0.6553393626
202	0.6552548149
203	0.6551975231
204	0.6551074506
205	0.6550429136
206	0.654976127
207	0.6548843132
208	0.6548249118
209	0.6547309083
210	0.6546786757
211	0.654610107
212	0.6545394883
213	0.6544727294
214	0.6544134341
215	0.6543656619
216	0.654241885
217	0.6541568431
218	0.6541010432
219	0.6539937354
220	0.6539004702
221	0.6538192648
222	0.6537814673
223	0.653647844
224	0.6535369848
225	0.6534564964
226	0.6533331667
227	0.6532548491
228	0.6531579859
229	0.6531012052
230	0.6530253876
231	0.6529297638
232	0.6528274963
233	0.6527307099
234	0.6526672986
235	0.6525699454
236	0.6524872877
237	0.6523864389
238	0.6523151859
239	0.6522030228
240	0.6521339284
241	0.651997865
242	0.6519426645
243	0.651805422
244	0.6517066734
245	0.6516252607
246	0.6515549988
247	0.6514395987
248	0.6513642176
249	0.6513219427
250	0.6512593712
251	0.6512463905
252	0.6511850067
253	0.6510935571
254	0.6509726265
255	0.6508756987
256	0.6508119806
257	0.650732586
258	0.6506628356
259	0.6505968537
260	0.6505151521
261	0.6504043355
262	0.6503733509
263	0.6503139785
264	0.6501838344
265	0.6500953139
266	0.6499399222
267	0.6498464561
268	0.649754302
269	0.6496742253
270	0.6496059256
271	0.6495298756
272	0.6494797922
273	0.6494132447
274	0.6493287139
275	0.6492644413
276	0.6491735787
277	0.6490653767
278	0.6489772752
279	0.6489258477
280	0.6488426424
281	0.6487933146
282	0.6486256027
283	0.6485079917
284	0.6484343722
285	0.648371372
286	0.6483052751
287	0.6482476638
288	0.6481533947
289	0.6480596591
290	0.6479342974
291	0.6478357925
292	0.6477844595
293	0.6476441933
294	0.6475514392
295	0.6474463035
296	0.6473329577
297	0.6472907678
298	0.6472605967
299	0.6471813638
300	0.6471019527
301	0.6470364508
302	0.646988467
303	0.6469398759
304	0.6468408267
305	0.6467979868
306	0.6467737779
307	0.6466832734
308	0.6465866381
309	0.6464921884
310	0.6464142479
311	0.6463489908
312	0.6462625957
313	0.6461732363
314	0.6461259929
315	0.6459337543
316	0.6458708948
317	0.6458218102
318	0.6456965605
319	0.6456150699
320	0.6454794565
321	0.6454021503
322	0.645270406
323	0.6451872791
324	0.6450776454
325	0.6449474944
326	0.6448554246
327	0.6447973782
328	0.6447344299
329	0.6446276575
330	0.6445024879
331	0.6444126237
332	0.6442889042
333	0.6442457475
334	0.6441499708
335	0.6440668495
336	0.6439495733
337	0.6438584181
338	0.6437922362
339	0.6437362771
340	0.6436311844
341	0.6434414337
342	0.6433328892
343	0.6432847523
344	0.6432054988
345	0.6431185123
346	0.6430248737
347	0.6429223597
348	0.6428530544
349	0.6427839697
350	0.6427061292
351	0.6426407889
352	0.6425308905
353	0.6423799724
354	0.6422625846
355	0.6421564674
356	0.6420966486
357	0.6419915093
358	0.6419212238
359	0.6418204801
360	0.6417383779
361	0.6416360186
362	0.6415148672
363	0.6414242628
364	0.6412839131
365	0.6411863062
366	0.6411152434
367	0.6410379542
368	0.6409165137
369	0.6407794248
370	0.6407057076
371	0.6405111648
372	0.6404342722
373	0.6403205381
374	0.6402812611
375	0.6402027965
376	0.6401068657
377	0.6400333758
378	0.6399602768
379	0.6397743354
380	0.6396348735
381	0.6395644742
382	0.6394721858
383	0.6393579219
384	0.6392645948
385	0.6391619957
386	0.639020875
387	0.6389611124
388	0.6388003531
389	0.638742595
390	0.6385956013
391	0.6384324186
392	0.6383254412
393	0.6382246998
394	0.638123693
395	0.6379800023
396	0.6378998227
397	0.6377487918
398	0.6376863902
399	0.6376226743
400	0.6375168572
401	0.6374408046
402	0.6373380731
403	0.6372653034
404	0.6371685093
405	0.6370776899
406	0.6369538616
407	0.6368757945
408	0.6367509388
409	0.6366369597
410	0.6365233285
411	0.6363734273
412	0.6362882741
413	0.636192232
414	0.6361322005
415	0.636030636
416	0.6359146717
417	0.6358006331
418	0.6356560693
419	0.6355867526
420	0.6354875926
421	0.6353756902
422	0.6353146463
423	0.6352110122
424	0.6351182657
425	0.6350067672
426	0.6349140345
427	0.6347423688
428	0.634665821
429	0.6345429989
430	0.634420862
431	0.6342760584
432	0.6341750531
433	0.6340569894
434	0.633946911
435	0.633843519
436	0.6337568636
437	0.6335943504
438	0.6334688584
439	0.6333711899
440	0.6331298995
441	0.6330474901
442	0.6330038299
443	0.6329016514
444	0.6327654513
445	0.6326671843
446	0.6326012093
447	0.6325251409
448	0.6324280965
449	0.6322743898
450	0.6321258638
451	0.6319893094
452	0.6318937292
453	0.6317901564
454	0.6317083053
455	0.631563075
456	0.6314657631
457	0.6313708067
458	0.6312693265
459	0.6311949343
460	0.631092304
461	0.6310199615
462	0.6309299483
463	0.63083608
464	0.6306214905
465	0.6304997502
466	0.6304154268
467	0.6303242532
468	0.6302257749
469	0.6300976856
470	0.6300011647
471	0.6299217797
472	0.6297941517
473	0.6296841436
474	0.6296346649
475	0.6295621715
476	0.6294324259
477	0.629324908
478	0.6292190636
479	0.6291302575
480	0.6290560846
481	0.6289098647
482	0.6288112907
483	0.6287462574
484	0.6286321494
485	0.6285398657
486	0.628427747
487	0.6283234502
488	0.6282232941
489	0.6281413044
490	0.6279994465
491	0.6279409263
492	0.6278128806
493	0.6277481118
494	0.6275605027
495	0.627468395
496	0.6273504369
497	0.6272310758
498	0.6271553541
499	0.6270210257
500	0.6268754992
501	0.6267874679
502	0.6266862133
503	0.6265652829
504	0.6265007369
505	0.6264301192
506	0.6262627913
507	0.6261765129
508	0.6260584423
509	0.6259299046
510	0.6258400752
511	0.6257850264
512	0.6257249953
513	0.6255540804
514	0.6254734491
515	0.6253668733
516	0.6253231022
517	0.6252079776
518	0.625139519	0519	0.6250252692
520	0.624959521	0521	0.624879522	0522	0.624780523	0523	0.6247119901
524	0.6246479115
525	0.624606526526	0.62456189527527	0.6243878052528	0.62426713529529	0.62419347530530	0.62414315531531	0.62405220532532	0.62387764533533	0.62376889534534	0.62365906535535	0.62351254536536	0.62346423537537	0.62336436538538	0.6232694539	539	0.6231728540	540	0.6231050541	541	0.6230252542	542	0.6229419397
543	0.6228558994
544	0.6227989459
545	0.6227720457
546	0.6226859598
547	0.6225838215
548	0.6224729126
549	0.6224127550	550	0.6222423551	551	0.6220655552	552	0.6220113219
553	0.621896694
554	0.6217924231
555	0.6216531076
556	0.6214832551
557	0.6213651005
558	0.6213057082
559	0.621226927
560	0.6211564561	561	0.6210291562	562	0.6209400563	563	0.6208389564	564	0.6207616565	565	0.6206672566	566	0.6205211567	567	0.6204677568	568	0.6203791569	569	0.6202901570570	0.62021187571571	0.6201513557572	0.62008753157573	0.62000915357574	0.61987857057575	0.61979375557576	0.61968635157577	0.61961771857578	0.61953973957579	0.61942923458580	0.61931667658581	0.61925355958582	0.6191187455583	0.61907790945584	0.61900804175585	0.61892595385586	0.61882302575587	0.61872215395588	0.61865317685589	0.61854962065590	0.61850233645591	0.61844233945592	0.61837648285593	0.61830195445594	0.61820776675595	0.61811937795596	0.61803706255597	0.61794055325598	0.61788095255599	0.61780407566600	0.61770950526601	0.61754620960602	0.61744603	0.603	0.61733604	0.604	0.61727605	0.605	0.61718606	0.606	0.61712607	0.607	0.61703608	0.608	0.61690609	0.609	0.61683610	0.610	0.616611	0.61611	0.6612	0.6166612	0.6613	0.6165613	0.6614	0.6164614	0.6615	0.6164615	0.6162985116
616	0.6162321521
617	0.6618	0.6161618	0.6619	0.6160619	0.6620	0.6159620	0.6621	0.615621	0.61622	0.615622	0.6158120378
623	0.6624	0.6156624	0.6625	0.6155625	0.6626	0.6154626	0.6154017941
627	0.6153300452
628	0.6629	0.6151629	0.6150952044
630	0.6150034332
631	0.6149197702
632	0.6633	0.6148633	0.6147264459
634	0.6146270265
635	0.6145172259
636	0.614448655
637	0.6144177073
638	0.6142528651
639	0.6141347006
640	0.6140643659
641	0.6139533746
642	0.6138841332
643	0.6138153286
644	0645	0.61376645	0.646	0.61365646	0647	0.613574647	0648	0.613461648	0649	0.613361649	0650	0.61329650	0651	0.613191651	0652	0.61312652	0.653	0.6130653	0.6654	0.612654	0.61655	0.612655	0.61656	0.612656	0.61657	0.61657	0.612658	0.61658	0.612659	0.61659	0.612660	0.61660	0.612661	0.61661	0.612662	0.6662	0.6124663	0.6663	0.6122664	0.6664	0.6122665	0.6665	0.6121666	0.6666	0.6121667	0.6667	0.6120668	0.6668	0.6119669	0.6669	0.6119670	0.6670	0.6118671	0.6671	0.6117672	0.672	0.61168673	0.673	0.61156674	0.674	0.61152675	0.675	0.61138676	0.676	0.61126677	0.677	0.61115678	0.678	0.61100679	0.679	0.61093680	0.680	0.61083681	0681	0.610737682	0682	0.610660683	0683	0.610601684	0684	0.610512685	0685	0.610418686	0686	0.610362687	687	0.6102129688	688	0.6101525689	689	0.6101064690	690	0.6100477691	691	0.6099118692	692	0.6098085693	693	0.6096911694	694	0.6096048695	695	0.6095273696	696	0.6094721697	697	0.6093973698	698	0.6093441699	699	0.6093124700	700	0.6092238701701	0.60915165702702	0.60907079703703	0.6090038670704	0.60885289170705	0.608789271706	0.6085709469
707	0.6084898436
708	0.6084451295
709	0.6083549238
710	0.6082196479
711	0.6081396697
7712	0.60823774817713	0.60815543067714	0.60813043447715	0.60803854187716	0.60793956377717	0.60786573447718	0.60778012117719	0.60771145387720	0.60763101487721	0.60756977697722	0.60752804767723	0.60739988297724	0.60735243087725	0.60731671672726	0.60727163372727	0.60722240972728	0.60717176872729	0.60708891730730	0.60706169731731	0.60699491732732	0.60693769733733	0.6068326734	734	0.6067943735	735	0.6067354736	736	0.6066278737	737	0.6065429738	738	0.6064624739	739	0.6064096740	740	0.6063459741	741	0.6062992742742	0.60624304743743	0.6061330744	744	0.6060745745	745	0.6060046746	746	0.6059397747	747	0.6058431748	748	0.6057876749	749	0.6057215750	750	0.605658751	0751	0.605552752	0752	0.605487753	0753	0.605391754	0754	0.60532755	0.755	0.60522756	0.756	0.60516757	0.757	0.60504758	0.758	0.6049759	0.6759	0.60760	0.604760	0.60761	0.604761	0.60762	0.604762	0.60763	0.604763	0.60764	0.603764	0.60765	0.60765	0.604766	0.60766	0.604767	0.6767	0.604768	0.60768	0.604769	0.60769	0.604770	0.60770	0.603771	0.60771	0.60772	0.603772	0.60773	0.603773	0.60774	0.603774	0.60775	0.603775	0.60776	0.603776	0.60777	0.60777	0.603778	0.60778	0.603779	0.60779	0.603780	0.60780	0.603781	0.60781	0.603782	0.6026752244
783	0.6025634139
784	0.6025046149
785	0.6024500684
786	0.6023946034
787	0.6022447763
788	0.6021783102
789	0.6020840937
790	0.6020027584
791	0.6019139646
792	0.6018171021
793	0.6016719899
794	0.6015867511
795	0.6015204457
796	0.601414906
797	0.6013599409
798	0.6012915983
799	0.601169801
800	0.6010750172
801	0.6009345715
802	0.6008835147
803	0.60803	0.601804	0.6007768956
805	0.6805	0.6010806	0.6006704508
807	0.6807	0.6009808	0.6808	0.6009809	0.6809	0.6008810	0.6810	0.6007811	0.6811	0.6006812	0.6812	0.600813	0.60813	0.600814	0.6001499999
815	0.60815	0.600816	0.59816	0.600817	0.59817	0.600818	0.59818	0.60819	0.599681469
820	0.5995820	0.5821	0.5995821	0.822	0.59944822	0.823	0.59941823	0.824	0.5993824	0.5825	0.5992825	0.5826	0.599826	0.59827	0.5991795095
828	0.5991165562
829	0.5990709087
830	0.5990218467
831	0.5989620829
832	0.5988973527
833	0.598809383
834	0.5986816684
835	0.5985550872
836	0.5984497508
837	0.5984133984
838	0.598340872
839	0.5982440192
840	0.5981646944
841	0.5981036677
842	0.5980155058
843	0.597843	0.59844	0.5978846829
845	0.5978129552
846	0.5977756698
847	0.597847	0.59848	0.597848	0.59849	0.59849	0.597850	0.597554315
851	0.597851	0.59852	0.597852	0.59853	0.597853	0.5854	0.5972854	0.5855	0.5972855	0.5856	0.5971856	0.5857	0.5971857	0.5858	0.5970858	0.5859	0.5969859	0.5860	0.596860	0.5861	0.5968861	0.5862	0.5967862	0.5863	0.5966863	0.5864	0.5965864	0.5865	0.5964865	0.5866	0.5962866	0.5867	0.5962867	0.5868	0.5961868	0.869	0.59604869	0870	0.595981870	0871	0.595897871	872	0.5957834872	873	0.5957339786
874	0.595618264
875	0.59557134875876	0.5954612632
877	0.5954236622
878	0.595364874
879	0.5953396803
880	0.5952110004
881	0.5951772347
882	0.5951228644
883	0.5950623837
884	0.5948969051
885	0.5948324308
886	0.5947141535
887	0.594624613
888	0.5945739313
889	0.5944891635
890	0.5944622192
891	0.5943118466
892	0.5942151601
893	0.5941150459
894	0.5940550118
895	0.5938904223
896	0.5937912496
897	0.5936786197
898	0.5935970714
899	0.5935360142
900	0.5934883243
901	0.5934311767
902	0.5933580601
903	0.593269901
904	0.5932090939
905	0.5931717622
906	0.5930862898
907	0.5929791147
908	0.5928634216
909	0.5927918819
910	0.5926850954
911	0.5925925006
912	0.5925555147
913	0.5924523863
914	0.592373206
915	0.5922914594
916	0.592249615
917	0.5921534381
918	0.5920910681
919	0.5919860635
920	0.5919237776
921	0.5918348576
922	0.59168703
923	0.591599693
924	0.59153478
925	0.5914859819
926	0.5914101927
927	0.5913105043
928	0.5912494652
929	0.5912031658
930	0.5911655424
931	0.5910876149
932	0.5909843836
933	0.5909263534
934	0.5908331952
935	0.5907555193
936	0.5906827757
937	0.5906131719
938	0.5905356863
939	0.5904793456
940	0.5903251862
941	0.5902726024
942	0.5901784603
943	0.5901412463
944	0.5900434204
945	0.5899900752
946	0.5899307991
947	0.5898812967
948	0.5898398265
949	0.5897393008
950	0.589609126
951	0.589564032
952	0.589499253
953	0.5894104203
954	0.5893337516
955	0.5892389819
956	0.5891658712
957	0.5891001672
958	0.589068548
959	0.5890317497
960	0.5889204023
961	0.5888337315
962	0.5887501234
963	0.5886819355
964	0.5886148939
965	0.5884985097
966	0.5884641022
967	0.5884237096
968	0.5883679045
969	0.5882811237
970	0.5882494196
971	0.5881978903
972	0.5881326515
973	0.5880626813
974	0.5880097345
975	0.5879561924
976	0.5879034637
977	0.5878369516
978	0.5877601208
979	0.5876590497
980	0.5876350958
981	0.587586955
982	0.5875130993
983	0.587480862
984	0.5873985604
985	0.5873537916
986	0.5872644117
987	0.5871626163
988	0.5871010011
989	0.5870554384
990	0.5869879723
991	0.5869277091
992	0.5868858679
993	0.5868470175
994	0.5868057642
995	0.5867546442
996	0.58662144
997	0.5865885416
998	0.5865379457
999	0.5864825142
4763
999	0.5866718586
