,threshold,precision,recall,f1,predicted_churners,fp_count,fn_count,net_value
0,0.1,0.21174004192872117,0.9926289926289926,0.3490280777537797,1908,1504,3,103200
1,0.2,0.24681122448979592,0.9508599508599509,0.39189873417721516,1568,1181,20,150800
2,0.30000000000000004,0.30142737195633923,0.8820638820638821,0.4493116395494368,1191,832,48,192600
3,0.4,0.36524822695035464,0.7592137592137592,0.4932162809257781,846,537,98,201600
4,0.5,0.43309859154929575,0.6044226044226044,0.5046153846153847,568,322,161,181600
5,0.6,0.511049723756906,0.45454545454545453,0.48114434330299083,362,177,222,149600
6,0.7000000000000001,0.5202020202020202,0.25307125307125306,0.3404958677685951,198,95,304,84000
7,0.8,0.6067415730337079,0.13267813267813267,0.21774193548387094,89,35,353,47000
